2458326.2183649973 TESS
2458326.2197539127 TESS
2458326.2211428275 TESS
2458326.2225317429 TESS
2458326.2239206578 TESS
2458326.2253095731 TESS
2458326.2266984880 TESS
2458326.2280874033 TESS
2458326.2294763182 TESS
2458326.2308652336 TESS
2458326.2322541485 TESS
2458326.2336430638 TESS
2458326.2350319787 TESS
2458326.2364208940 TESS
2458326.2378098089 TESS
2458326.2391987238 TESS
2458326.2405876392 TESS
2458326.2419765540 TESS
2458326.2433654694 TESS
2458326.2447543843 TESS
2458326.2461432996 TESS
2458326.2475322145 TESS
2458326.2489211299 TESS
2458326.2503100447 TESS
2458326.2516989596 TESS
2458326.2530878750 TESS
2458326.2544767899 TESS
2458326.2558657047 TESS
2458326.2572546196 TESS
2458326.2586435345 TESS
2458326.2600324498 TESS
2458326.2614213647 TESS
2458326.2628102801 TESS
2458326.2641991950 TESS
2458326.2655881098 TESS
2458326.2669770252 TESS
2458326.2683659401 TESS
2458326.2697548550 TESS
2458326.2711437703 TESS
2458326.2725326852 TESS
2458326.2739216001 TESS
2458326.2753105154 TESS
2458326.2766994303 TESS
2458326.2780883457 TESS
2458326.2794772605 TESS
2458326.2808661754 TESS
2458326.2822550903 TESS
2458326.2836440057 TESS
2458326.2850329205 TESS
2458326.2864218354 TESS
2458326.2878107508 TESS
2458326.2891996657 TESS
2458326.2905885805 TESS
2458326.2919774959 TESS
2458326.2933664108 TESS
2458326.2947553257 TESS
2458326.2961442410 TESS
2458326.2975331559 TESS
2458326.2989220708 TESS
2458326.3003109857 TESS
2458326.3016999010 TESS
2458326.3030888159 TESS
2458326.3044777308 TESS
2458326.3058666456 TESS
2458326.3072555610 TESS
2458326.3086444759 TESS
2458326.3100333908 TESS
2458326.3114223056 TESS
2458326.3128112210 TESS
2458326.3142001359 TESS
2458326.3155890508 TESS
2458326.3169779656 TESS
2458326.3183668810 TESS
2458326.3197557959 TESS
2458326.3211447108 TESS
2458326.3225336256 TESS
2458326.3239225405 TESS
2458326.3253114559 TESS
2458326.3267003708 TESS
2458326.3280892852 TESS
2458326.3294782001 TESS
2458326.3308671149 TESS
2458326.3322560303 TESS
2458326.3336449452 TESS
2458326.3350338601 TESS
2458326.3364227749 TESS
2458326.3378116898 TESS
2458326.3392006047 TESS
2458326.3405895201 TESS
2458326.3419784349 TESS
2458326.3433673498 TESS
2458326.3447562647 TESS
2458326.3461451796 TESS
2458326.3475340945 TESS
2458326.3489230094 TESS
2458326.3503119242 TESS
2458326.3517008396 TESS
2458326.3544786694 TESS
2458326.3558675842 TESS
2458326.3572564991 TESS
2458326.3586454140 TESS
2458326.3600343289 TESS
2458326.3614232438 TESS
2458326.3628121587 TESS
2458326.3642010740 TESS
2458326.3655899889 TESS
2458326.3669789038 TESS
2458326.3683678186 TESS
2458326.3697567335 TESS
2458326.3711456484 TESS
2458326.3725345633 TESS
2458326.3739234782 TESS
2458326.3753123931 TESS
2458326.3767013079 TESS
2458326.3780902228 TESS
2458326.3794791377 TESS
2458326.3808680526 TESS
2458326.3822569675 TESS
2458326.3836458824 TESS
2458326.3850347972 TESS
2458326.3864237121 TESS
2458326.3878126270 TESS
2458326.3892015419 TESS
2458326.3905904568 TESS
2458326.3919793717 TESS
2458326.3933682865 TESS
2458326.3947572014 TESS
2458326.3961461163 TESS
2458326.3975350312 TESS
2458326.3989239461 TESS
2458326.4003128610 TESS
2458326.4017017754 TESS
2458326.4030906903 TESS
2458326.4044796051 TESS
2458326.4058685200 TESS
2458326.4072574349 TESS
2458326.4086463498 TESS
2458326.4100352647 TESS
2458326.4114241796 TESS
2458326.4128130944 TESS
2458326.4142020093 TESS
2458326.4155909242 TESS
2458326.4169798391 TESS
2458326.4183687540 TESS
2458326.4197576689 TESS
2458326.4211465837 TESS
2458326.4225354986 TESS
2458326.4239244130 TESS
2458326.4253133279 TESS
2458326.4267022428 TESS
2458326.4280911577 TESS
2458326.4294800726 TESS
2458326.4308689875 TESS
2458326.4322579023 TESS
2458326.4336468172 TESS
2458326.4350357321 TESS
2458326.4364246470 TESS
2458326.4378135614 TESS
2458326.4392024763 TESS
2458326.4405913912 TESS
2458326.4419803061 TESS
2458326.4433692209 TESS
2458326.4447581358 TESS
2458326.4461470507 TESS
2458326.4475359651 TESS
2458326.4489248800 TESS
2458326.4503137949 TESS
2458326.4517027098 TESS
2458326.4530916247 TESS
2458326.4544805395 TESS
2458326.4558694540 TESS
2458326.4572583688 TESS
2458326.4586472837 TESS
2458326.4600361986 TESS
2458326.4614251135 TESS
2458326.4628140284 TESS
2458326.4642029428 TESS
2458326.4655918577 TESS
2458326.4669807726 TESS
2458326.4683696874 TESS
2458326.4697586023 TESS
2458326.4711475167 TESS
2458326.4725364316 TESS
2458326.4739253460 TESS
2458326.4753142609 TESS
2458326.4767031753 TESS
2458326.4780920902 TESS
2458326.4794810051 TESS
2458326.4808699200 TESS
2458326.4822588344 TESS
2458326.4836477493 TESS
2458326.4850366642 TESS
2458326.4864255791 TESS
2458326.4878144935 TESS
2458326.4892034084 TESS
2458326.4905923232 TESS
2458326.4919812381 TESS
2458326.4933701525 TESS
2458326.4947590674 TESS
2458326.4961479823 TESS
2458326.4975368967 TESS
2458326.4989258116 TESS
2458326.5003147265 TESS
2458326.5017036414 TESS
2458326.5030925558 TESS
2458326.5044814707 TESS
2458326.5058703856 TESS
2458326.5072593000 TESS
2458326.5086482149 TESS
2458326.5100371297 TESS
2458326.5114260442 TESS
2458326.5128149590 TESS
2458326.5142038739 TESS
2458326.5155927883 TESS
2458326.5169817032 TESS
2458326.5183706181 TESS
2458326.5197595325 TESS
2458326.5211484474 TESS
2458326.5225373623 TESS
2458326.5239262767 TESS
2458326.5253151916 TESS
2458326.5267041060 TESS
2458326.5280930209 TESS
2458326.5294819358 TESS
2458326.5308708502 TESS
2458326.5322597651 TESS
2458326.5336486800 TESS
2458326.5350375944 TESS
2458326.5364265093 TESS
2458326.5378154237 TESS
2458326.5392043386 TESS
2458326.5405932534 TESS
2458326.5419821679 TESS
2458326.5433710827 TESS
2458326.5447599972 TESS
2458326.5461489116 TESS
2458326.5475378260 TESS
2458326.5489267409 TESS
2458326.5503156558 TESS
2458326.5517045702 TESS
2458326.5530934851 TESS
2458326.5544823995 TESS
2458326.5558713144 TESS
2458326.5572602288 TESS
2458326.5586491437 TESS
2458326.5600380581 TESS
2458326.5614269730 TESS
2458326.5628158874 TESS
2458326.5642048023 TESS
2458326.5655937172 TESS
2458326.5669826316 TESS
2458326.5683715465 TESS
2458326.5697604609 TESS
2458326.5711493758 TESS
2458326.5725382902 TESS
2458326.5739272051 TESS
2458326.5753161195 TESS
2458326.5767050344 TESS
2458326.5780939488 TESS
2458326.5794828637 TESS
2458326.5808717781 TESS
2458326.5822606925 TESS
2458326.5836496074 TESS
2458326.5850385218 TESS
2458326.5864274367 TESS
2458326.5878163511 TESS
2458326.5892052660 TESS
2458326.5905941804 TESS
2458326.5919830953 TESS
2458326.5933720097 TESS
2458326.5947609246 TESS
2458326.5961498390 TESS
2458326.5975387534 TESS
2458326.5989276683 TESS
2458326.6003165827 TESS
2458326.6017054976 TESS
2458326.6030944120 TESS
2458326.6044833269 TESS
2458326.6058722413 TESS
2458326.6072611557 TESS
2458326.6086500706 TESS
2458326.6100389850 TESS
2458326.6114278999 TESS
2458326.6128168143 TESS
2458326.6142057288 TESS
2458326.6155946436 TESS
2458326.6169835581 TESS
2458326.6183724725 TESS
2458326.6197613869 TESS
2458326.6211503013 TESS
2458326.6225392162 TESS
2458326.6239281306 TESS
2458326.6253170450 TESS
2458326.6267059599 TESS
2458326.6280948743 TESS
2458326.6294837887 TESS
2458326.6308727036 TESS
2458326.6322616180 TESS
2458326.6336505325 TESS
2458326.6350394473 TESS
2458326.6364283618 TESS
